Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL
ubuntu:22.04,curl -fsSL https://golang.org/dl/go${GO_VERSION}.linux-amd64.tar.gz -o go.tar.gz && tar xzvf go.tar.gz && mv go/bin/go /usr/local/bin && mv go/bin/gofmt /usr/local/bin && chmod +x /usr/local/bin/go && chmod +x /usr/local/bin/gofmt && rm -r go && rm -r go.tar.gz,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://github.com/gohugoio/hugo/releases/download/v${HUGO_VERSION}/hugo_${HUGO_VERSION}_Linux-64bit.tar.gz -o hugo.tar.gz && tar xzvf hugo.tar.gz && mv hugo /usr/local/bin && chmod +x /usr/local/bin/hugo && rm -r hugo.tar.gz,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://github.com/tailwindlabs/tailwindcss/releases/download/v${TAILWINDCSS_VERSION}/tailwindcss-linux-x64 -o /usr/local/bin/tailwindcss && chmod +x /usr/local/bin/tailwindcss,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,"curl ""https://awscli.amazonaws.com/awscli-exe-linux-x86_64-${AWS_CLI_VERSION}.zip"" -o ""awscliv2.zip"" && unzip -q awscliv2.zip && ./aws/install && rm -rf awscliv2.zip aws",,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://raw.githubusercontent.com/infracost/infracost/master/scripts/install.sh | sh,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,addgroup --system --gid 2375 docker,,https://github.com/Josh5/ubuntu-dind/blob/9bb7bc1fd3886b17b734e213207e6e1de4f0514c/Dockerfile
ubuntu:22.04,"set -eux;  imageArch=""$(uname -m)""; case ""$imageArch"" in 'x86_64') url=""https://download.docker.com/linux/static/stable/x86_64/docker-${DOCKER_VERSION:?}.tgz""; ;; 'armhf') url=""https://download.docker.com/linux/static/stable/armel/docker-${DOCKER_VERSION:?}.tgz""; ;; 'armv7') url=""https://download.docker.com/linux/static/stable/armhf/docker-${DOCKER_VERSION:?}.tgz""; ;; 'aarch64') url=""https://download.docker.com/linux/static/stable/aarch64/docker-${DOCKER_VERSION:?}.tgz""; ;; *) echo >&2 ""error: unsupported 'docker.tgz' architecture ($imageArch)""; exit 1 ;; esac;  wget -O 'docker.tgz' ""$url"";  tar --extract --file docker.tgz --strip-components 1 --directory /usr/local/bin/ --no-same-owner ; rm docker.tgz;  docker --version; dockerd --version; containerd --version; ctr --version; runc --version",,https://github.com/Josh5/ubuntu-dind/blob/9bb7bc1fd3886b17b734e213207e6e1de4f0514c/Dockerfile
ubuntu:22.04,"set -eux;  imageArch=""$(uname -m)""; case ""$imageArch"" in 'x86_64') url=""https://github.com/docker/buildx/releases/download/v${DOCKER_BUILDX_VERSION:?}/buildx-v${DOCKER_BUILDX_VERSION:?}.linux-amd64""; sha256='43e4c928a0be38ab34e206c82957edfdd54f3e7124f1dadd7779591c3acf77ea'; ;; 'armhf') url=""https://github.com/docker/buildx/releases/download/v${DOCKER_BUILDX_VERSION:?}/buildx-v${DOCKER_BUILDX_VERSION:?}.linux-arm-v6""; sha256='77678205fbaaead25167cd93b022996d0bafff67deb5ca82b92b25cccb06ad07'; ;; 'armv7') url=""https://github.com/docker/buildx/releases/download/v${DOCKER_BUILDX_VERSION:?}/buildx-v${DOCKER_BUILDX_VERSION:?}.linux-arm-v7""; sha256='b4f029ed0d4d30c49857bc31f8bec5484b3f6b8104d8d49a187fb6b69fab3d82'; ;; 'aarch64') url=""https://github.com/docker/buildx/releases/download/v${DOCKER_BUILDX_VERSION:?}/buildx-v${DOCKER_BUILDX_VERSION:?}.linux-arm64""; sha256='775f1ab64aa0e5d901dcc6ecf6843ec3261f27476873760711aa362b403f61f3'; ;; 'ppc64le') url=""https://github.com/docker/buildx/releases/download/v${DOCKER_BUILDX_VERSION:?}/buildx-v${DOCKER_BUILDX_VERSION:?}.linux-ppc64le""; sha256='956b020318ad0ba94f817116792d9da8695ebab38254c9f821a85a3369175f7e'; ;; 'riscv64') url=""https://github.com/docker/buildx/releases/download/v${DOCKER_BUILDX_VERSION:?}/buildx-v${DOCKER_BUILDX_VERSION:?}.linux-riscv64""; sha256='e90589ff33ad409a40a5e53cde5af4a0f230f0d8f5b6d9af522120a6900222ea'; ;; 's390x') url=""https://github.com/docker/buildx/releases/download/v${DOCKER_BUILDX_VERSION:?}/buildx-v${DOCKER_BUILDX_VERSION:?}.linux-s390x""; sha256='f2dbf2dc967415e1e1f4398d040d6b5b81e4e27f37df22bd148ea4b18c8ea6eb'; ;; *) echo >&2 ""warning: unsupported 'docker-buildx' architecture ($imageArch); skipping""; exit 0 ;; esac;  wget -O 'docker-buildx' ""$url""; echo ""$sha256 *""'docker-buildx' | sha256sum -c -;  plugin='/usr/local/libexec/docker/cli-plugins/docker-buildx'; mkdir -p ""$(dirname ""$plugin"")""; mv -vT 'docker-buildx' ""$plugin""; chmod +x ""$plugin"";  docker buildx version",,https://github.com/Josh5/ubuntu-dind/blob/9bb7bc1fd3886b17b734e213207e6e1de4f0514c/Dockerfile
ubuntu:22.04,"set -eux;  imageArch=""$(uname -m)""; case ""$imageArch"" in 'x86_64') url=""https://github.com/docker/compose/releases/download/v${DOCKER_COMPOSE_VERSION:?}/docker-compose-linux-x86_64""; sha256='5ea89dd65d33912a83737d8a4bf070d5de534a32b8493a21fbefc924484786a9'; ;; 'armhf') url=""https://github.com/docker/compose/releases/download/v${DOCKER_COMPOSE_VERSION:?}/docker-compose-linux-armv6""; sha256='5fdd0653bb04798f1448bd5bdbecea02bcf39247fcc9b8aab10c05c8e680ede0'; ;; 'armv7') url=""https://github.com/docker/compose/releases/download/v${DOCKER_COMPOSE_VERSION:?}/docker-compose-linux-armv7""; sha256='0d675f39b3089050d0630a7151580a58abc6c189e64209c6403598b6e9fc0b21'; ;; 'aarch64') url=""https://github.com/docker/compose/releases/download/v${DOCKER_COMPOSE_VERSION:?}/docker-compose-linux-aarch64""; sha256='7f0023ba726b90347e4ebc1d94ec5970390b8bddb86402c0429f163dca70d745'; ;; 'ppc64le') url=""https://github.com/docker/compose/releases/download/v${DOCKER_COMPOSE_VERSION:?}/docker-compose-linux-ppc64le""; sha256='9d69aae252fa7fd3a234647951b2af496ee927134d5456d4b8bac31d4d260f5d'; ;; 'riscv64') url=""https://github.com/docker/compose/releases/download/v${DOCKER_COMPOSE_VERSION:?}/docker-compose-linux-riscv64""; sha256='91b6b2f56e8cba3965a5409fa5125d3f01408c9b2d0bf5b9c119f353601d1e51'; ;; 's390x') url=""https://github.com/docker/compose/releases/download/v${DOCKER_COMPOSE_VERSION:?}/docker-compose-linux-s390x""; sha256='1ea22d04bab9452de3169e22b60d77a232acdf829ac4858dc780085dd7fd4c48'; ;; *) echo >&2 ""warning: unsupported 'docker-compose' architecture ($imageArch); skipping""; exit 0 ;; esac;  wget -O 'docker-compose' ""$url""; echo ""$sha256 *""'docker-compose' | sha256sum -c -;  plugin='/usr/local/libexec/docker/cli-plugins/docker-compose'; mkdir -p ""$(dirname ""$plugin"")""; mv -vT 'docker-compose' ""$plugin""; chmod +x ""$plugin"";  ln -sv ""$plugin"" /usr/local/bin/; docker-compose --version; docker compose version",,https://github.com/Josh5/ubuntu-dind/blob/9bb7bc1fd3886b17b734e213207e6e1de4f0514c/Dockerfile
ubuntu:22.04,mkdir /certs /certs/client && chmod 1777 /certs /certs/client,,https://github.com/Josh5/ubuntu-dind/blob/9bb7bc1fd3886b17b734e213207e6e1de4f0514c/Dockerfile
ubuntu:22.04,set -eux; addgroup --system dockremap; adduser --system --no-create-home --group dockremap; echo 'dockremap:165536:65536' >> /etc/subuid; echo 'dockremap:165536:65536' >> /etc/subgid,,https://github.com/Josh5/ubuntu-dind/blob/9bb7bc1fd3886b17b734e213207e6e1de4f0514c/Dockerfile
ubuntu:22.04,"set -eux; wget -O /usr/local/bin/dind ""https://raw.githubusercontent.com/docker/docker/${DIND_COMMIT}/hack/dind""; chmod +x /usr/local/bin/dind",,https://github.com/Josh5/ubuntu-dind/blob/9bb7bc1fd3886b17b734e213207e6e1de4f0514c/Dockerfile
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$CONTAINER_TIMEZONE /etc/localtime && echo $CONTAINER_TIMEZONE > /etc/timezone,"WORKDIR /app
COPY packages.txt .",https://github.com/prdktntwcklr/cpp-on-avr/blob/0ad280f9b6f6f7ad1cea1849644cd80a89b3d97f/Dockerfile
ubuntu:22.04,apt-get update && xargs -a packages.txt apt-get install -y && pip install --no-cache-dir pre-commit codechecker && apt-get autoremove -y && apt-get clean,"WORKDIR /app
COPY packages.txt .",https://github.com/prdktntwcklr/cpp-on-avr/blob/0ad280f9b6f6f7ad1cea1849644cd80a89b3d97f/Dockerfile
ubuntu:22.04,apt-get clean -y && apt-get autoremove --purge -y && rm -rf /var/lib/apt/lists/*,"WORKDIR /app
COPY packages.txt .",https://github.com/prdktntwcklr/cpp-on-avr/blob/0ad280f9b6f6f7ad1cea1849644cd80a89b3d97f/Dockerfile
ubuntu:22.04,apt-get update,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,apt-get install -y build-essential autotools-dev pkg-config m4 libtool automake autoconf gettext meson ninja-build nasm git cmake,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,apt-get install -y libaom-dev libde265-dev libx265-dev libturbojpeg0-dev libpng-dev libgdk-pixbuf2.0-dev,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,"meson build --default-library=static --buildtype release --prefix ""$(pwd)/dist"" $@",,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,ninja -C build,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,ninja -C build install,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,apt-get update,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,apt-get install -y nasm,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,cargo install cargo-c,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,"cargo cinstall --crt-static --release --prefix=""$(pwd)/dist"" --library-type=staticlib",,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,ldconfig,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,cmake -DCMAKE_BUILD_TYPE=Release ..,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,make,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,make install,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile
ubuntu:22.04,apt-get update && apt-get install build-essential -y && apt-get install wget -y,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,wget https://www.sqlite.org/2023/sqlite-autoconf-3410100.tar.gz,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,tar -xvf sqlite-autoconf-3410100.tar.gz,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,./sqlite-autoconf-3410100/configure && make && make install,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,apt-get update && apt-get install build-essential -y && apt-get install curl -y && apt-get install git -y && apt-get install zlib1g-dev -y && apt-get install tk-dev -y && apt-get install libssl-dev -y && apt-get install libbz2-dev -y && apt-get install libreadline-dev -y && apt-get install libsqlite3-dev -y && apt-get install libncursesw5-dev -y && apt-get install xz-utils -y && apt-get install libxml2-dev -y && apt-get install libxmlsec1-dev -y && apt-get install libffi-dev -y && apt-get install liblzma-dev -y,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,curl https://pyenv.run | bash,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,apt-get clean && rm -rf /var/lib/apt/lists/*,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pyenv install 3.10 && pyenv global 3.10,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,apt-get update && apt-get install build-essential -y,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y git && apt-get install -y nano && apt-get install -y curl && apt-get install -y bc && apt-get install -y zip,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,curl https://sh.rustup.rs -sSf > rustup.sh,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,chmod 755 rustup.sh,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,./rustup.sh -y,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,rustup default stable,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,cargo install xan,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,git clone https://${env_token}@github.com/jimenaRL/gap-populations.git,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,git pull,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install --upgrade pip,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install pandas,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install PyYAML==6.0,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install scikit-learn==1.3.0,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install scipy==1.11.1,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install seaborn==0.13.2,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install prince==0.7.1,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install linate==0.4,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install openpyxl,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install tqdm,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install linguars==0.3.2,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,pip install imblearn==0.0,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,git pull,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,ln -fs /home/jimena/work/dev/gap-populations/python/gap /root/.pyenv/versions/3.10.10/lib/python3.10/site-packages/gap,WORKDIR /app,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile
ubuntu:22.04,apt-get update,,https://github.com/NaturalSelect/NonameServerPod/blob/37c6e369daa6d75190baecb0cc09a511c78f1778/Dockerfile
ubuntu:22.04,apt-get install -y wget nodejs,,https://github.com/NaturalSelect/NonameServerPod/blob/37c6e369daa6d75190baecb0cc09a511c78f1778/Dockerfile
ubuntu:22.04,wget https://github.com/libccy/noname/archive/refs/tags/chromium77-client.tar.gz,,https://github.com/NaturalSelect/NonameServerPod/blob/37c6e369daa6d75190baecb0cc09a511c78f1778/Dockerfile
ubuntu:22.04,tar -zxf chromium77-client.tar.gz && rm chromium77-client.tar.gz && mv ./noname-chromium77-client/* ./ && rm -r ./noname-chromium77-client,,https://github.com/NaturalSelect/NonameServerPod/blob/37c6e369daa6d75190baecb0cc09a511c78f1778/Dockerfile
ubuntu:22.04,useradd -u 1000 -m -s /bin/bash -G sudo user,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,./update_os.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,./tools.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,./install_custom_fonts.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,./tigervnc.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,./novnc.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,$INST_SCRIPTS/xfce_ui.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,$INST_SCRIPTS/firefox.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,$INST_SCRIPTS/chrome.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,./set_user_permission.sh,WORKDIR $INST_SCRIPTS,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile
ubuntu:22.04,apt-get update && apt-get -y install --no-install-recommends curl gnupg2 ca-certificates && update-ca-certificates && curl https://mega.nz/linux/repo/xUbuntu_22.04/amd64/megacmd_1.5.1-1.1_amd64.deb --output /tmp/megacmd.deb && apt install /tmp/megacmd.deb -y && apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/megacmd.*,,https://github.com/actions-marketplace-validations/Siege-Wizard_mega-upload/blob/befea4e933ad606c2d346ff4ce38835124bd868a/Dockerfile
ubuntu:22.04,chmod +x upload.sh,,https://github.com/actions-marketplace-validations/Siege-Wizard_mega-upload/blob/befea4e933ad606c2d346ff4ce38835124bd868a/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y build-essential cmake lsb-release && rm -rf /var/lib/apt/lists/*,,https://github.com/KoalaMuch/VertexCover/blob/c7f8da7531b0eafe3dda14ea3533893728b5643b/Dockerfile
ubuntu:22.04,cd /app/or-tools-mac make build SOURCE=../int_prog.cpp,,https://github.com/KoalaMuch/VertexCover/blob/c7f8da7531b0eafe3dda14ea3533893728b5643b/Dockerfile
ubuntu:22.04,chmod +x start.sh,,https://github.com/KoalaMuch/VertexCover/blob/c7f8da7531b0eafe3dda14ea3533893728b5643b/Dockerfile
ubuntu:22.04,pip install --user -r requirements.txt,COPY requirements.txt .,https://github.com/tianranZH/PSF-MTF/blob/dc85f30a1be5f4b9d65f7a1395700400f6948655/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y build-essential automake autoconf bison m4 texinfo help2man git python3,,https://github.com/tangjicheng1/gnu-inetutils/blob/fd4e72613ad9c0e534d3edba741246ea6501cdca/Dockerfile
ubuntu:22.04,apt update,,https://github.com/satwik-kambham/text-classifier/blob/3cfbb54c9ceeeb5d23bdb29c94c7b24ef14b4c58/Dockerfile
ubuntu:22.04,apt install -y --no-install-recommends git ca-certificates wget curl,,https://github.com/satwik-kambham/text-classifier/blob/3cfbb54c9ceeeb5d23bdb29c94c7b24ef14b4c58/Dockerfile
ubuntu:22.04,"wget ""https://github.com/conda-forge/miniforge/releases/latest/download/Mambaforge-Linux-x86_64.sh""",,https://github.com/satwik-kambham/text-classifier/blob/3cfbb54c9ceeeb5d23bdb29c94c7b24ef14b4c58/Dockerfile
ubuntu:22.04,bash Mambaforge-Linux-x86_64.sh -b,,https://github.com/satwik-kambham/text-classifier/blob/3cfbb54c9ceeeb5d23bdb29c94c7b24ef14b4c58/Dockerfile
ubuntu:22.04,rm -f Mambaforge-Linux-x86_64.sh,,https://github.com/satwik-kambham/text-classifier/blob/3cfbb54c9ceeeb5d23bdb29c94c7b24ef14b4c58/Dockerfile
